x,y
-0.264,0.766
-0.266,0.8720000000000001
-0.5700000000000001,0.768
0.6639999999999999,-0.768
0.6659999999999999,-0.794
-0.808,0.8480000000000001
0.04,0.528
0.08,0.8220000000000001
0.252,0.73
-0.2099999999999999,0.478
0.494,0.79
-0.6579999999999999,0.526
0.3480000000000001,-0.896
-0.764,0.8500000000000001
-0.428,0.792
0.4419999999999999,0.476
0.1220000000000001,0.4259999999999999
0.726,-0.766
0.6339999999999999,0.762
0.71,-0.872
-0.62,0.8720000000000001
-0.692,0.528
0.2099999999999999,-0.488
0.1719999999999999,0.762
0.6279999999999999,0.6519999999999999
0.534,-0.77
-0.736,0.8260000000000001
-0.2199999999999999,0.8260000000000001
0.532,0.76
-0.134,0.788
0.4599999999999999,0.8700000000000001
-0.716,0.8720000000000001
0.6859999999999999,0.522
0.4459999999999999,0.6160000000000001
0.6499999999999999,0.522
0.6559999999999999,-0.526
-0.042,-0.624
-0.738,0.8500000000000001
0.4119999999999999,-0.532
0.5940000000000001,-0.488
-0.376,0.478
0.488,-0.53
-0.056,0.762
-0.382,0.736
-0.4479999999999999,0.4259999999999999
0.1719999999999999,-0.486
0.6120000000000001,-0.87
-0.766,0.8700000000000001
0.6000000000000001,0.76
0.6459999999999999,-0.854
-0.312,0.8480000000000001
0.556,-0.484
0.4179999999999999,0.764
0.4119999999999999,0.6160000000000001
-0.136,0.762
0.562,0.76
0.3939999999999999,-0.898
0.504,-0.85
0.2119999999999999,0.8680000000000001
0.77,-0.614
0.6579999999999999,-0.5700000000000001
-0.2139999999999999,-0.894
0.4499999999999999,-0.488
-0.18,0.764
-0.35,0.8500000000000001
-0.764,-0.904
0.6319999999999999,0.728
-0.302,0.762
-0.5,0.734
-0.606,0.766
0.292,-0.484
-0.538,0.766
-0.508,0.8500000000000001
-0.5760000000000001,0.8480000000000001
-0.306,0.792
0.042,0.5660000000000001
-0.52,0.476
-0.0839999999999999,0.476
0.518,0.4199999999999999
-0.6699999999999999,0.766
0.5720000000000001,-0.852
0.4619999999999999,-0.85
0.544,-0.872
0.69,-0.5720000000000001
-0.732,0.77
-0.2079999999999999,0.4259999999999999
-0.4579999999999999,0.734
-0.5,0.762
0.716,0.522
-0.252,0.4219999999999999
-0.172,0.3799999999999999
-0.758,0.792
0.484,0.476
0.006,-0.624
-0.422,0.734
0.1319999999999999,-0.486
-0.3339999999999999,0.4239999999999999
0.5880000000000001,0.476
0.6220000000000001,0.476
0.538,-0.83
-0.0799999999999999,-0.624
-0.646,0.8240000000000001
0.044,0.762
-0.3299999999999999,-0.5780000000000001
0.4099999999999999,-0.482
-0.3379999999999999,0.692
0.8,-0.8200000000000001
-0.4459999999999999,0.53
0.4279999999999999,-0.85
-0.376,0.4259999999999999
-0.596,0.48
0.482,0.4179999999999999
-0.2059999999999999,-0.5760000000000001
-0.71,0.8260000000000001
-0.63,0.5660000000000001
0.69,-0.484
-0.4479999999999999,0.3839999999999999
0.248,-0.43
-0.004,0.8480000000000001
-0.2179999999999999,0.732
-0.652,0.8700000000000001
-0.4619999999999999,0.792
0.294,-0.5740000000000001
0.1240000000000001,0.48
0.6399999999999999,-0.8280000000000001
0.3759999999999999,0.766
0.524,0.6160000000000001
0.526,0.724
-0.2079999999999999,0.3819999999999999
0.2099999999999999,-0.43
-0.75,0.6200000000000001
-0.5720000000000001,0.796
-0.642,0.792
-0.248,-0.624
0.1359999999999999,-0.896
0.314,-0.87
-0.426,0.768
0.778,-0.762
-0.792,0.8500000000000001
0.716,0.5640000000000001
-0.392,0.8240000000000001
0.752,-0.764
0.5680000000000001,-0.794
-0.512,0.8700000000000001
-0.506,0.8260000000000001
0.6759999999999999,-0.872
-0.502,0.792
0.494,0.76
-0.008,0.5660000000000001
-0.384,0.762
0.542,-0.852
0.08,0.764
-0.6799999999999999,0.8500000000000001
0.1679999999999999,0.732
-0.002,0.8220000000000001
0.266,-0.874
0.246,-0.49
-0.248,-0.5740000000000001
0.2179999999999999,-0.77
0.298,0.73
0.304,-0.772
0.6100000000000001,-0.8260000000000001
-0.17,-0.5740000000000001
-0.706,0.792
-0.262,0.732
-0.558,0.5660000000000001
-0.13,0.474
-0.392,0.8460000000000001
0.078,0.6539999999999999
-0.722,0.5680000000000001
0.246,0.476
0.2159999999999999,-0.8
-0.6579999999999999,0.482
-0.79,-0.892
0.694,-0.764
-0.788,0.796
0.4539999999999999,0.728
-0.714,-0.908
-0.736,-0.87
0.802,-0.846
0.5680000000000001,-0.77
-0.3279999999999999,-0.528
-0.61,0.792
0.494,0.728
0.72,0.69
0.4079999999999999,-0.428
-0.486,0.528
0.04,0.48
0.4299999999999999,-0.87
0.4659999999999999,-0.874
0.502,-0.832
-0.176,-0.892
0.08,0.732
0.6000000000000001,0.73
-0.556,0.478
-0.172,0.5720000000000001
-0.302,-0.848
0.046,0.6559999999999999
-0.6799999999999999,0.8700000000000001
-0.292,-0.5760000000000001
-0.002,0.79
-0.41,-0.5720000000000001
-0.302,0.732
-0.344,0.764
-0.706,0.768
-0.548,0.8700000000000001
-0.798,0.734
0.5760000000000001,-0.872
0.3660000000000001,-0.426
0.6220000000000001,0.522
0.782,-0.794
0.722,0.728
0.742,0.5640000000000001
0.6060000000000001,-0.768
-0.748,0.5680000000000001
-0.0839999999999999,-0.85
0.6359999999999999,-0.792
0.3799999999999999,-0.77
